team_name,team_id,team_country,team_league
Tom Tomsk,3691,Russia,1.Division
Batman Petrolspor,3211,Turkey,1.Lig
Kasimpasa,10484,Turkey,1.Lig
Borussia Mönchengladbach,18,Germany,2. Bundesliga
SC Untersiebenbrunn 1932,1378,Austria,2. Liga
Hércules CF,7971,Spain,2ª B - Grupo III
FC Cartagena,7077,Spain,2ª B - Grupo III
Talavera CF (- 2010),5657,Spain,2ª B - Grupo IV
Mudurnuspor,23681,Turkey,3.Lig Grup 4
Akcakocaspor,50737,Turkey,3.Lig Grup 4
SpVgg Unterhaching,66,Germany,Bundesliga
LASK,413,Austria,Bundesliga
SSV Ulm 1846,69,Germany,Bundesliga
Stomil Olsztyn,9055,Poland,Ekstraklasa
FC Locomotive Tbilisi,6365,Georgia,Erovnuli Liga (bis 2016/17)
Panelefsiniakos AO,3308,Greece,Football League
FK Chmel Blsany (- 2016),135,Czech Republic,Fortuna Liga
FK Drnovice,600,Czech Republic,Fortuna Liga
KFC Verbroedering Geel (- 2008),1749,Belgium,Jupiler Pro League
Germinal Beerschot Antwerpen,566,Belgium,Jupiler Pro League
FC Volendam,724,Netherlands,Keuken Kampioen Divisie
Málaga CF,1084,Spain,LaLiga
CD Numancia,2296,Spain,LaLiga
CD Tenerife,648,Spain,LaLiga2
Córdoba CF,993,Spain,LaLiga2
Recreativo Huelva,2867,Spain,LaLiga2
Getafe CF,3709,Spain,LaLiga2
Elche CF,1531,Spain,LaLiga2
Sora Calcio 1907,4544,Italy,Lega Pro 2 - B
AC Carpi,4102,Italy,Lega Pro 2 - B
US Triestina,4271,Italy,Lega Pro 2 - B
Atlas Guadalajara,8590,Mexico,Liga MX Clausura
CD Cruz Azul,3711,Mexico,Liga MX Clausura
CD Santa Clara,2423,Portugal,Liga Portugal
Hapoel Petah Tikva,262,Israel,Ligat ha'Al
Maccabi Netanya,5223,Israel,Ligat ha'Al
ESTAC Troyes,1095,France,Ligue 1
Club Sportif Sfaxien,581,Tunisia,Ligue I Pro
New England Revolution,626,United States,MLS
San Jose Earthquakes,218,United States,MLS
Debreceni VSC,84,Hungary,NB I.
FC Wegberg-Beeck,2681,Germany,Oberliga Nordrhein
Watford FC,1010,England,Premier League
Mansoura SC,19466,Egypt,Premier League
Fakel Voronezh,1124,Russia,Premier Liga
Anzhi Makhachkala ( -2022),2700,Russia,Premier Liga
FC Flora Tallinn,1002,Estonia,Premium Liiga
NK Celje,710,Slovenia,Prva Liga
NK Rudar Velenje,789,Slovenia,Prva Liga
ND Gorica,5862,Slovenia,Prva Liga
NK Maribor,790,Slovenia,Prva Liga
NS Mura,4059,Slovenia,Prva Liga
1.SC Norderstedt (- 2003),9962,Germany,Regionalliga Nord
TuS Celle FC,243,Germany,Regionalliga Nord
VfL Osnabrück,81,Germany,Regionalliga Nord
Reggina Calcio,1386,Italy,Serie A
FC Empoli,749,Italy,Serie B
UC Sampdoria,1038,Italy,Serie B
AC Reggiana,5621,Italy,Serie C - A
Aquila Montevarchi 1902,4339,Italy,Serie C - A
Beijing Guoan,3176,China,Super League
Yverdon Sport FC,322,Switzerland,Super League
Panachaiki GE,1837,Greece,Super League 1
Esporte Clube Juventude,10492,Brazil,Série A
Sociedade Esportiva do Gama (DF),7014,Brazil,Série A
Göztepe,1467,Turkey,Süper Lig
Kotkan Työväen Palloilijat,22166,Finland,Veikkausliiga
BATE Borisov,713,Belarus,Vysheyshaya Liga
Spartak-Chukotka Moskau (-2000),20095,Russia,1.Division
Gaziantep FK,2832,Turkey,1.Lig
Artvin Hopaspor,20684,Turkey,1.Lig
Kirklarelispor,27603,Turkey,1.Lig
Altay SK,2375,Turkey,1.Lig
Agrispor,20778,Turkey,1.Lig
Sivasspor,2381,Turkey,1.Lig
Istanbul Güngörenspor,3841,Turkey,1.Lig
Servette FC,61,Switzerland,1.Liga gr. 1
SSV Ulm 1846,69,Germany,2. Bundesliga
VfL Osnabrück,81,Germany,2. Bundesliga
Rot-Weiß Oberhausen,57,Germany,2. Bundesliga
First Vienna FC,2364,Austria,2. Liga
FC Braunau (-2021),4448,Austria,2. Liga
CE Premià,13406,Spain,2ª B - Grupo III
UD Alzira,16775,Spain,2ª B - Grupo III
FC Energie Cottbus,25,Germany,Bundesliga
SV Ried,266,Austria,Bundesliga
Etoile Carouge FC,1292,Switzerland,Challenge League
KFC Lommel SK (- 2003),718,Belgium,Challenger Pro League
RFC Lüttich,3159,Belgium,Challenger Pro League
KFC Verbroedering Geel (- 2008),1749,Belgium,Challenger Pro League
Beringen Heusden-Zolder SK,1417,Belgium,Challenger Pro League
Patro Eisden Maasmechelen,3225,Belgium,Challenger Pro League
KV Oostende,2861,Belgium,Challenger Pro League
RAEC Mons (- 2015),1411,Belgium,Challenger Pro League
RWDM Brussels FC,3898,Belgium,Challenger Pro League
KMSK Deinze,2321,Belgium,Challenger Pro League
KVK Tienen,3315,Belgium,Challenger Pro League
Cercle Brugge ,520,Belgium,Challenger Pro League
FC Denderleeuw,1201,Belgium,Challenger Pro League
RWD Molenbeek (- 2002),2973,Belgium,Challenger Pro League
KSV Roeselare (- 2020),2977,Belgium,Challenger Pro League
Swallows FC,2695,South Africa,DStv Premiership
Amica Wronki,176,Poland,Ekstraklasa
Bryne FK,1057,Norway,Eliteserien
RBC Roosendaal,1227,Netherlands,Eredivisie
FK Viagem Pribram,2598,Czech Republic,Fortuna Liga
Cerezo Osaka,1022,Japan,J1 - 2nd Stage
Urawa Red Diamonds,828,Japan,J2 League
Yokohama FC,943,Japan,Japan Football League
RAA La Louviere (- 2009),2180,Belgium,Jupiler Pro League
UD Las Palmas,472,Spain,LaLiga
Atlético de Madrid,13,Spain,LaLiga2
Real Betis Balompié,150,Spain,LaLiga2
Racing Ferrol,1176,Spain,LaLiga2
AS Gualdo Casacastalda,4090,Italy,Lega Pro 2 - B
Desportivo Aves (- 2020),3336,Portugal,Liga Portugal
Hapoel Rishon leZion,554,Israel,Ligat ha'Al
CS Sedan-Ardennes,1081,France,Ligue 1
Montpellier HSC,969,France,Ligue 2
AC Le Havre,738,France,Ligue 2
AC Ajaccio,1147,France,Ligue 2
US Créteil-Lusitanos,2067,France,Ligue 2
Würzburger FV,564,Germany,Oberliga Bayern
FSC Lohfelden,2808,Germany,Oberliga Hessen
Cork City FC (- 2009),6065,Ireland,Premier Division
Bradford City,1027,England,Premier League
El Masry SC,9094,Egypt,Premier League
Sokol Saratov,3834,Russia,Premier Liga
Qyzyljar Petropavlovsk,22995,Kazakhstan,Premier Liga
Kairat Almaty,10482,Kazakhstan,Premier Liga
Metalurg Donetsk (- 2015),2783,Ukraine,Premier Liga
Torpedo-ZiL Moscow,5268,Russia,Premier Liga
FCI Levadia,5771,Estonia,Premium Liiga
Atlético de Rafaela,10233,Argentina,Primera Nacional
ASK Kottingbrunn,4378,Austria,Regional League East
Tennis Borussia Berlin,101,Germany,Regionalliga Nord
Eintracht Braunschweig,23,Germany,Regionalliga Nord
SC Fortuna Köln,92,Germany,Regionalliga Nord
Lüneburger SK (- 2008),51,Germany,Regionalliga Nord
Preußen Münster,91,Germany,Regionalliga Nord
KFC Uerdingen 05,95,Germany,Regionalliga Nord
Rot-Weiss Essen,56,Germany,Regionalliga Nord
Karlsruher SC,48,Germany,Regionalliga Süd
Swindon Town,352,England,Second Division
Northampton Town,1302,England,Second Division
Colchester United,1060,England,Second Division
Cambridge United,986,England,Second Division
Wigan Athletic,1071,England,Second Division
Walsall FC,899,England,Second Division
US Pistoiese 1921,1307,Italy,Serie B
FC Crotone,4083,Italy,Serie B
AC Siena,1387,Italy,Serie B
SS Arezzo,4255,Italy,Serie C - A
FC Lumezzane,4103,Italy,Serie C - A
US Viterbese 1908,22294,Italy,Serie C - B
FC Lugano,2790,Switzerland,Super League
Aris Thessaloniki,605,Greece,Super League 1
Ethnikos Asteras,3396,Greece,Super League 1
Siirtspor,1291,Turkey,Süper Lig
Yimpas Yozgatspor,740,Turkey,Süper Lig
Caykur Rizespor,126,Turkey,Süper Lig
FC Lahti,2925,Finland,Veikkausliiga
Skonto Riga,1043,Latvia,Virsliga
FK Ventspils,2782,Latvia,Virsliga
Litex Lovech,271,Bulgaria,efbet Liga
CSKA-Sofia,208,Bulgaria,efbet Liga
Velbazhd Kyustendil,2189,Bulgaria,efbet Liga
Levski Sofia,156,Bulgaria,efbet Liga
Slavia Sofia,675,Bulgaria,efbet Liga
Alemannia Aachen,8,Germany,2. Bundesliga
SV Babelsberg 03,90,Germany,2. Bundesliga
SSV Reutlingen 05,68,Germany,2. Bundesliga
SC Austria Lustenau,541,Austria,2. Liga
LASK,413,Austria,2. Liga
CE Sabadell FC,11422,Spain,2ª B - Grupo II
UE Lleida (- 2011),3239,Spain,2ª B - Grupo II
RCD Espanyol B,10773,Spain,2ª B - Grupo II
Universidad de Las Palmas (- 2011),13243,Spain,2ª B - Grupo III
Cádiz CF,2687,Spain,2ª B - Grupo IV
AD Ceuta FC,8568,Spain,2ª B - Grupo IV
Ofspor,12555,Turkey,3.Lig Grup 1
Petrolofisi,23766,Turkey,3.Lig Grup 1
Alanyaspor,11282,Turkey,3.Lig Grup 3
Kirsehirspor,8707,Turkey,3.Lig Grup 3
Bursa Merinosspor,4628,Turkey,3.Lig Grup 4
Yeni Salihlispor,45545,Turkey,3.Lig Grup 4
FC Kärnten (- 2009),155,Austria,Bundesliga
Schwarz-Weiß Bregenz,936,Austria,Bundesliga
AC Bellinzona,2047,Switzerland,Challenge League
SC Kriens,2074,Switzerland,Challenge League
KV Mechelen,354,Belgium,Challenger Pro League
KRC Zuid-West-Vlaanderen,2478,Belgium,Challenger Pro League
Royal Excelsior Virton,1199,Belgium,Challenger Pro League
Racing Harelbeke,10370,Belgium,Challenger Pro League
Kaizer Chiefs,568,South Africa,DStv Premiership
Ajax Cape Town,2926,South Africa,DStv Premiership
Mamelodi Sundowns FC,6356,South Africa,DStv Premiership
Slask Wroclaw,759,Poland,Ekstraklasa
WIT Georgia Tbilisi,751,Georgia,Erovnuli Liga (bis 2016/17)
PAS Giannina,2671,Greece,Football League
Paniliakos Pyrgos,2726,Greece,Football League
Omiya Ardija,7452,Japan,J2 League
Racing Santander,630,Spain,LaLiga2
Real Oviedo,2497,Spain,LaLiga2
Burgos CF,1536,Spain,LaLiga2
Polideportivo Ejido (-2012),606,Spain,LaLiga2
Real Jaén CF,666,Spain,LaLiga2
Brescello Calcio,5179,Italy,Lega Pro 2 - B
US Fiorenzuola 1922,4163,Italy,Lega Pro 2 - B
SSD Città di Teramo,1415,Italy,Lega Pro 2 - B
Club Necaxa,1146,Mexico,Liga MX Clausura
Club Atlético Morelia,5623,Mexico,Liga MX Clausura
RC Strasbourg Alsace,667,France,Ligue 2
Grenoble Foot 38,1290,France,Ligue 2
Tennis Borussia Berlin,101,Germany,NOFV-Oberliga Nord
Karbener SV,727,Germany,Oberliga Hessen
Zob Ahan Esfahan,6081,Iran,Persian Gulf Pro League
Persepolis FC,6079,Iran,Persian Gulf Pro League
El Mokawloon SC,3369,Egypt,Premier League
Fulham FC,931,England,Premier League
FK Moskau (-2010),5268,Russia,Premier Liga
Irtysh Pavlodar,10540,Kazakhstan,Premier Liga
FC Zhenis Astana,12019,Kazakhstan,Premier Liga
FK Oleksandriya,18303,Ukraine,Premier Liga
Limón FC (- 2021),26103,Costa Rica,Primera División Apertura
FC Koper,433,Slovenia,Prva Liga
NK Olimpija Ljubljana,4772,Slovenia,Prva Liga
NK Korotan Prevalje,4935,Slovenia,Prva Liga
1.FC Magdeburg,187,Germany,Regionalliga Nord
Chemnitzer FC,21,Germany,Regionalliga Nord
SG Wattenscheid 09,97,Germany,Regionalliga Nord
SV Eintracht Trier 05,104,Germany,Regionalliga Süd
SV 07 Elversberg,64,Germany,Regionalliga Süd
Peterborough United,1072,England,Second Division
Blackpool FC,1181,England,Second Division
Queens Park Rangers,1039,England,Second Division
Tranmere Rovers,1074,England,Second Division
Chievo Verona,862,Italy,Serie A
Lucchese 1905,1253,Italy,Serie C - A
L'Aquila Calcio,4153,Italy,Serie C - B
FC Midtjylland,865,Denmark,Superligaen
AD São Caetano (SP),291,Brazil,Série A
Associação Atlética Ponte Preta,1134,Brazil,Série A
Diyarbakirspor,845,Turkey,Süper Lig
Malatyaspor,1264,Turkey,Süper Lig
FC Jokerit,480,Finland,Veikkausliiga
Volgar Astrakhan,6432,Russia,1.Division
Ankaraspor,2944,Turkey,1.Lig
1.FC Union Berlin,89,Germany,2. Bundesliga
Deportivo Alavés B,8880,Spain,2ª B - Grupo II
Burgos CF,1536,Spain,2ª B - Grupo III
Palamós CF,10744,Spain,2ª B - Grupo III
CE Sabadell FC,11422,Spain,2ª B - Grupo III
CF Extremadura,811,Spain,2ª B - Grupo IV
Atlético Malagueño,5649,Spain,2ª B - Grupo IV
Merzifonspor,3218,Turkey,3.Lig Grup 2
Turgutluspor,1508,Turkey,3.Lig Grup 4
Petkimspor,4260,Turkey,3.Lig Grup 4
Hannover 96,42,Germany,Bundesliga
FC Lausanne-Sport,527,Switzerland,Challenge League
Jomo Cosmos,2238,South Africa,DStv Premiership
Aalesunds FK,5619,Norway,Eliteserien
Vålerenga Fotball,76,Norway,Eliteserien
PEC Zwolle,1269,Netherlands,Eredivisie
FC Zwolle,1269,Netherlands,Eredivisie
Excelsior Rotterdam,798,Netherlands,Eredivisie
Yokohama F. Marinos,3828,Japan,J1 - 2nd Stage
Kyoto Sanga,593,Japan,J1 - 2nd Stage
Kashima Antlers,2241,Japan,J1 - 2nd Stage
Kawasaki Frontale,9598,Japan,J2 League
RAEC Mons (- 2015),1411,Belgium,Jupiler Pro League
Sparta Rotterdam,468,Netherlands,Keuken Kampioen Divisie
Recreativo Huelva,2867,Spain,LaLiga
Real Zaragoza,142,Spain,LaLiga2
Xerez CD,134,Spain,LaLiga2
ACF Fiorentina,430,Italy,Lega Pro 2 - B
AS Gubbio 1910,4326,Italy,Lega Pro 2 - B
ASD Castel di Sangro,3512,Italy,Lega Pro 2 - B
CF Pachuca,4035,Mexico,Liga MX Clausura
CD Nacional,982,Portugal,Liga Portugal
Moreirense FC,979,Portugal,Liga Portugal
AC Ajaccio,1147,France,Ligue 1
Stade Reims,1421,France,Ligue 2
FC Metz,347,France,Ligue 2
JS Kabylie,13366,Algeria,Ligue Professionnelle 1
Los Angeles Galaxy,1061,United States,MLS
MSV 1919 Neuruppin,580,Germany,NOFV-Oberliga Nord
FK Haugesund,2761,Norway,OBOS-ligaen
SpVgg Ansbach,615,Germany,Oberliga Bayern
Birmingham City,337,England,Premier League
West Bromwich Albion,984,England,Premier League
Arsenal Kyiv,9007,Ukraine,Premier Liga
Rubin Kazan,2698,Russia,Premier Liga
FK Sarajevo,282,Bosnia-Herzegovina,Premijer Liga
NK Siroki Brijeg,1242,Bosnia-Herzegovina,Premijer Liga
Deportivo Saprissa,4720,Costa Rica,Primera División Apertura
AD Guanacasteca,25769,Costa Rica,Primera División Apertura
Young Violets Austria Wien,4383,Austria,Regional League East
SC Pfullendorf,112,Germany,Regionalliga Süd
SV Darmstadt 98,105,Germany,Regionalliga Süd
1.FC Saarbrücken,1,Germany,Regionalliga Süd
Huddersfield Town,1110,England,Second Division
Barnsley FC,349,England,Second Division
Como Calcio,1047,Italy,Serie A
Modena FC,1385,Italy,Serie A
Catania SSD,1627,Italy,Serie B
ACR Messina,1104,Italy,Serie B
AS Livorno,1210,Italy,Serie B
ACD Treviso,2251,Italy,Serie C - A
UC AlbinoLeffe,4541,Italy,Serie C - A
Virtus Ciserano Bergamo 1909,4338,Italy,Serie C - A
SS Virtus Lanciano,4718,Italy,Serie C - B
Taranto FC 1927,4093,Italy,Serie C - B
SSD Città di Teramo,1415,Italy,Serie C - B
Delfino Pescara 1936,2921,Italy,Serie C - B
AS Sambenedettese,4330,Italy,Serie C - B
Fermana FC,4033,Italy,Serie C - B
Liaoning FC (- 2019),1079,China,Super League
Esbjerg fB,3426,Denmark,Superligaen
Fluminense Football Club,2462,Brazil,Série A
Figueirense Futebol Clube,4064,Brazil,Série A
Elazigspor,2292,Turkey,Süper Lig
Cherno More Varna,967,Bulgaria,efbet Liga
Lokomotiv Sofia,730,Bulgaria,efbet Liga
Mordovia Saransk (-2020),11126,Russia,1.Division
SKA Khabarovsk,3690,Russia,1.Division
Kocaelispor,120,Turkey,1.Lig
FC Altstetten Zürich,4353,Switzerland,1.Liga gr. 2
SV Eintracht Trier 05,104,Germany,2. Bundesliga
SV Wacker Burghausen,110,Germany,2. Bundesliga
VfB Lübeck,78,Germany,2. Bundesliga
Hacettepe Spor,10483,Turkey,3.Lig Grup 2
Zeytinburnuspor,5745,Turkey,3.Lig Grup 3
Bakirköyspor,3202,Turkey,3.Lig Grup 3
Beylerbeyispor,11675,Turkey,3.Lig Grup 3
LASK Amateure OÖ,935,Austria,Bundesliga
FC Sion,321,Switzerland,Challenge League
SC Eendracht Aalst,1111,Belgium,Challenger Pro League
SV Zulte Waregem,3508,Belgium,Challenger Pro League
Orlando Pirates,2557,South Africa,DStv Premiership
Dyskobolia Grodzisk Wielkopolski,2775,Poland,Ekstraklasa
Odra Wodzislaw Slaski,1305,Poland,Ekstraklasa
ADO Den Haag,1268,Netherlands,Eredivisie
MFK Ruzomberok,7087,Slovakia,Fortuna Liga
1.FC Slovacko,5544,Czech Republic,Fortuna Liga
FK Teplice,814,Czech Republic,Fortuna Liga
Shimizu S-Pulse,1062,Japan,J1 - 2nd Stage
Kyoto Sanga,593,Japan,J2 League
Hokkaido Consadole Sapporo,16032,Japan,J2 League
Beringen Heusden-Zolder SK,1417,Belgium,Jupiler Pro League
Heusden-Zolder SK,1417,Belgium,Jupiler Pro League
FC Seoul,6500,"Korea, South",K League - 2nd Stage
Ulsan Hyundai,3535,"Korea, South",K League 1
Real Murcia CF,171,Spain,LaLiga
Atlético Malagueño,5649,Spain,LaLiga2
Ciudad Murcia (- 2007),4053,Spain,LaLiga2
Aglianese Calcio 1923,4562,Italy,Lega Pro 2 - B
San Luis FC,11693,Mexico,Liga MX Clausura
Comunicaciones FC,9709,Guatemala,Liga Nacional Cl.
Le Mans FC,1164,France,Ligue 1
ESTAC Troyes,1095,France,Ligue 2
Racing Besançon,2967,France,Ligue 2
NA Hussein Dey,3568,Algeria,Ligue Professionnelle 1
SV Babelsberg 03,90,Germany,NOFV-Oberliga Nord
Portsmouth FC,1020,England,Premier League
Harras El Hodoud,12093,Egypt,Premier League
Wolverhampton Wanderers,543,England,Premier League
Borysfen Boryspil (- 2007),3593,Ukraine,Premier Liga
Torpedo-Metallurg Moscow,5268,Russia,Premier Liga
Amkar Perm,4128,Russia,Premier Liga
Spartak-Alania Vladikavkaz ,2703,Russia,Premier Liga
FK Borac Banja Luka,3900,Bosnia-Herzegovina,Premijer Liga
HSK Posusje,1014,Bosnia-Herzegovina,Premijer Liga
FC St. Pauli,35,Germany,Regionalliga Nord
Brighton & Hove Albion,1237,England,Second Division
Brentford FC,1148,England,Second Division
Wrexham AFC,1112,Wales,Second Division
Grimsby Town,1034,England,Second Division
Bristol City,698,England,Second Division
AC Siena,1387,Italy,Serie A
US Triestina,4271,Italy,Serie B
AS Cittadella,4084,Italy,Serie C - A
Dalian Shide (1992 - 2012),3178,China,Super League
FC Wil 1900,850,Switzerland,Super League
FC Thun,938,Switzerland,Super League
FCSB,301,Romania,SuperLiga
FC Dinamo 1948,312,Romania,SuperLiga
FC Bihor Oradea (- 2016),1497,Romania,SuperLiga
Progresul Bucharest (- 2009),2754,Romania,SuperLiga
FC Rapid 1923,455,Romania,SuperLiga
FC Arges Pitesti ( - 2013),2418,Romania,SuperLiga
Fortaleza Esporte Clube,10870,Brazil,Série A
Criciúma Esporte Clube,7178,Brazil,Série A
Akcaabat Sebatspor,1511,Turkey,Süper Lig
Tampere United,8045,Finland,Veikkausliiga
Liepajas Metalurgs,3811,Latvia,Virsliga
FK Gomel,10694,Belarus,Vysheyshaya Liga
Rodopa,977,Bulgaria,efbet Liga
Akademisk Boldklub,362,Denmark,1.Division
Dinamo Makhachkala (-2007),10727,Russia,1.Division
Dinamo Bryansk,11121,Russia,1.Division
FK Khimki,3719,Russia,1.Division
Bursaspor,20,Turkey,1.Lig
TSV 1860 Munich,72,Germany,2. Bundesliga
SG Dynamo Dresden,129,Germany,2. Bundesliga
FC Erzgebirge Aue,94,Germany,2. Bundesliga
Rot Weiss Ahlen,50,Germany,2. Bundesliga
FC Kärnten (- 2009),155,Austria,2. Liga
RZ Deportivo Aragón,8384,Spain,2ª B - Grupo III
CA Osasuna Promesas,8516,Spain,2ª B - Grupo III
Algeciras CF,3705,Spain,2ª B - Grupo IV
Altindag Belediyesi Kizilcahamam Belediyespor,3857,Turkey,3.Lig Grup 2
Ankara Keciörengücü,12388,Turkey,3.Lig Grup 2
Beykozspor 1908,13451,Turkey,3.Lig Grup 3
Baskent Safak Spor FK,12378,Turkey,3.Lig Grup 4
1.FSV Mainz 05,39,Germany,Bundesliga
SC YF Juventus Zürich,2395,Switzerland,Challenge League
KSK Ronse,3736,Belgium,Challenger Pro League
Royal Antwerp FC,1096,Belgium,Challenger Pro League
R Union Tubize-Braine,3772,Belgium,Challenger Pro League
Leeds United,399,England,Championship
Millwall FC,1028,England,Championship
Ipswich Town,677,England,Championship
Nottingham Forest,703,England,Championship
West Ham United,379,England,Championship
Coventry City,990,England,Championship
Leicester City,1003,England,Championship
Crewe Alexandra,1042,England,Championship
Cardiff City,603,Wales,Championship
Burnley FC,1132,England,Championship
Preston North End,466,England,Championship
Reading FC,1032,England,Championship
Clyde FC,2575,Scotland,Championship
Raith Rovers FC,2795,Scotland,Championship
Queens Park Rangers,1039,England,Championship
Lyn 1896 Fotballklubb,175,Norway,Eliteserien
Poseidon Neon Poron,6444,Greece,Football League
Akratitos Ano Liosion,1119,Greece,Football League
MSK Puchov,2779,Slovakia,Fortuna Liga
FK Jablonec,1322,Czech Republic,Fortuna Liga
AS Trencin,7918,Slovakia,Fortuna Liga
Kashiwa Reysol,6632,Japan,J1 League
RWDM Brussels FC,3898,Belgium,Jupiler Pro League
FC Molenbeek Brüssel Strombeek,3898,Belgium,Jupiler Pro League
Busan IPark,2582,"Korea, South",K League - 2nd Stage
Suwon Samsung Bluewings,3301,"Korea, South",K League - 2nd Stage
Jeonbuk Hyundai Motors,6502,"Korea, South",K League - 2nd Stage
AGOVV Apeldoorn (- 2013),1389,Netherlands,Keuken Kampioen Divisie
Getafe CF,3709,Spain,LaLiga
Levante UD,3368,Spain,LaLiga
Celta de Vigo,940,Spain,LaLiga2
Colchester United,1060,England,League One
Luton Town,1031,England,League One
Oldham Athletic,1078,England,League One
Port Vale FC,1211,England,League One
US Ancona,1388,Italy,Lega Pro 2 - B
Forlì FC,9816,Italy,Lega Pro 2 - B
Puebla FC,5662,Mexico,Liga MX Clausura
FC Penafiel,3327,Portugal,Liga Portugal
FC Paços de Ferreira,2995,Portugal,Liga Sabseg
FC Alverca,2521,Portugal,Liga Sabseg
Associação Naval 1893,4814,Portugal,Liga Sabseg
GD Chaves,3325,Portugal,Liga Sabseg
CF Estrela Amadora SAD,2431,Portugal,Liga Sabseg
Leixões SC,3345,Portugal,Liga Sabseg
FC Felgueiras,1701,Portugal,Liga Sabseg
Varzim SC,4297,Portugal,Liga Sabseg
FC Maia,3271,Portugal,Liga Sabseg
AD Ovarense,3274,Portugal,Liga Sabseg
Desportivo Aves (- 2020),3336,Portugal,Liga Sabseg
FC Ashdod,6105,Israel,Ligat ha'Al
Istres Football Club,2580,France,Ligue 1
Clermont Foot 63,3524,France,Ligue 2
Stade Brestois 29,3911,France,Ligue 2
USM Alger,6772,Algeria,Ligue Professionnelle 1
Sporting Kansas City,4284,United States,MLS
MOL Fehérvár FC,11107,Hungary,NB I.
FC Sopron,2952,Hungary,NB I.
1.FC Kleve,973,Germany,Oberliga Nordrhein
Sepahan FC,4947,Iran,Persian Gulf Pro League
Tom Tomsk,3691,Russia,Premier Liga
Ekibastuzets Ekibastuz,8832,Kazakhstan,Premier Liga
Terek Grozny,3725,Russia,Premier Liga
Alania Vladikavkaz,2703,Russia,Premier Liga
FC Moscow,5268,Russia,Premier Liga
FK Zeljeznicar Sarajevo,2573,Bosnia-Herzegovina,Premijer Liga
FK Leotar Trebinje,3451,Bosnia-Herzegovina,Premijer Liga
HSK Zrinjski Mostar,6808,Bosnia-Herzegovina,Premijer Liga
NK Domzale,6248,Slovenia,Prva Liga
AS Livorno,1210,Italy,Serie A
Palermo FC,458,Italy,Serie A
US Palermo,458,Italy,Serie A
ACR Messina,1104,Italy,Serie A
SS Arezzo,4255,Italy,Serie B
UC AlbinoLeffe,4541,Italy,Serie B
Pisa Sporting Club,4172,Italy,Serie C - A
Calcio Padova,3037,Italy,Serie C - B
SSC Napoli,6195,Italy,Serie C - B
Vis Pesaro 1898,7030,Italy,Serie C - B
Benevento Calcio,4171,Italy,Serie C - B
AC Reggiana,5621,Italy,Serie C - B
Beijing Chengfeng (1995-2020),17250,China,Super League
Tianjin Jinmen Tiger,3187,China,Super League
AO Egaleo,2984,Greece,Super League 1
OFK Beograd,53,Serbia,Super liga Srbije
FK Borac 1926 Cacak,2209,Serbia,Super liga Srbije
SC Otelul Galati,4959,Romania,SuperLiga
FC U Craiova 1948,1007,Romania,SuperLiga
FC Nordsjaelland,2778,Denmark,Superligaen
Paysandu Sport Club (PA),6347,Brazil,Série A
Ankaraspor,2944,Turkey,Süper Lig
Kayserispor,3205,Turkey,Süper Lig
FC Inter Turku,8042,Finland,Veikkausliiga
Lokomotiv Plovdiv,2259,Bulgaria,efbet Liga
Marek Dupnitsa,5284,Bulgaria,efbet Liga
Neftochimik Burgas,760,Bulgaria,efbet Liga
FK Orel,10627,Russia,1.Division
Sportfreunde Siegen,63,Germany,2. Bundesliga
UD Salamanca,1087,Spain,2ª B - Grupo II
Atlético Levante UD,11516,Spain,2ª B - Grupo III
SD Huesca,5358,Spain,2ª B - Grupo III
Karsspor,18773,Turkey,3.Lig Grup 1
Amed SK,12382,Turkey,3.Lig Grup 1
Tokatspor,11250,Turkey,3.Lig Grup 2
Arsinspor,1512,Turkey,3.Lig Grup 2
Göztepe,1467,Turkey,3.Lig Grup 3
Bakirköyspor,3202,Turkey,3.Lig Grup 4
Beylerbeyispor,11675,Turkey,3.Lig Grup 4
FC Luzern,434,Switzerland,Challenge League
Oud-Heverlee Leuven,2727,Belgium,Challenger Pro League
KAS Eupen,1245,Belgium,Challenger Pro League
KV Kortrijk,601,Belgium,Challenger Pro League
Royale Union Saint Gilloise,3948,Belgium,Challenger Pro League
SK Beveren,28643,Belgium,Challenger Pro League
Stoke City,512,England,Championship
Southampton FC,180,England,Championship
Derby County,22,England,Championship
Crystal Palace,873,England,Championship
Norwich City,1123,England,Championship
Watford FC,1010,England,Championship
Luton Town,1031,England,Championship
Wolverhampton Wanderers,543,England,Championship
Heracles Almelo,1304,Netherlands,Eredivisie
GS Ergotelis,5220,Greece,Football League
FC Petrzalka,2781,Slovakia,Fortuna Liga
Dukla Banska Bystrica (1965 - 2017),4786,Slovakia,Fortuna Liga
Cerezo Osaka,1022,Japan,J1 League
Yokohama F. Marinos,3828,Japan,J1 League
Oita Trinita,3935,Japan,J1 League
KSV Roeselare (- 2020),2977,Belgium,Jupiler Pro League
SV Zulte Waregem,3508,Belgium,Jupiler Pro League
FC Molenbeek Brüssel,3898,Belgium,Jupiler Pro League
Ulsan Hyundai,3535,"Korea, South",K League - 2nd Stage
Gimnàstic de Tarragona,5648,Spain,LaLiga2
Milton Keynes Dons,991,England,League One
Gillingham FC,2814,England,League One
Brentford FC,1148,England,League One
Rotherham United,1194,England,League One
Tranmere Rovers,1074,England,League One
Lincoln City,1198,England,League Two
AC Reggiana,5621,Italy,Lega Pro 2 - B
